FormName,FormFreq,Username,The people I work with have excellent knowledge of autism,"I feel that if a new person was to join the team and they disclosed they were autistic, they would be well supported and understood by others",I feel that the management of the team are constantly improving their knowledge about autism,It is easy to find information within the organisation about supporting autistic employees,There are established pathways for autistic people to seek advice and support for managing their daily work activities,The organisation has been proactive in making adjustments and providing autism awareness training for employees,I think the organisation performs better than other organisations in the sector in terms of quality of support for autistic employees,Date,ID
Autistica - Organisational Culture,30,57180656,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,14/01/2019,168
Autistica - Organisational Culture,30,62929404,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,14/01/2019,169
Autistica - Organisational Culture,30,30901982,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,14/01/2019,170
Autistica - Organisational Culture,30,93085379,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,14/01/2019,171
Autistica - Organisational Culture,30,77431644,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,14/01/2019,172
Autistica - Organisational Culture,30,67013133,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,14/01/2019,173
Autistica - Organisational Culture,30,13838301,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,14/01/2019,174
Autistica - Organisational Culture,30,66718298,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,14/01/2019,175
Autistica - Organisational Culture,30,24641611,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/01/2019,176
Autistica - Organisational Culture,30,67388864,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,14/01/2019,177
Autistica - Organisational Culture,30,25055544,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,14/01/2019,178
Autistica - Organisational Culture,30,24503298,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,14/01/2019,179
Autistica - Organisational Culture,30,43928283,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,14/01/2019,180
Autistica - Organisational Culture,30,19630284,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/01/2019,181
Autistica - Organisational Culture,30,87042105,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,14/01/2019,182
Autistica - Organisational Culture,30,71593024,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,14/01/2019,183
Autistica - Organisational Culture,30,31866214,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,14/01/2019,184
Autistica - Organisational Culture,30,97162166,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,14/01/2019,185
Autistica - Organisational Culture,30,41273901,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,14/01/2019,186
Autistica - Organisational Culture,30,43440948,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,14/01/2019,187
Autistica - Organisational Culture,30,77705205,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,14/01/2019,188
Autistica - Organisational Culture,30,58358243,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,14/01/2019,189
Autistica - Organisational Culture,30,47815963,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,14/01/2019,190
Autistica - Organisational Culture,30,69828639,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,14/01/2019,191
Autistica - Organisational Culture,30,38868666,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/01/2019,192
Autistica - Organisational Culture,30,72888018,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,14/01/2019,193
Autistica - Organisational Culture,30,43522829,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,14/01/2019,194
Autistica - Organisational Culture,30,41811454,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,14/01/2019,195
Autistica - Organisational Culture,30,40690745,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,14/01/2019,196
Autistica - Organisational Culture,30,25057429,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,14/01/2019,197
Autistica - Organisational Culture,30,39249976,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,14/01/2019,198
Autistica - Organisational Culture,30,63410382,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,14/01/2019,199
Autistica - Organisational Culture,30,61657100,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,14/01/2019,200
Autistica - Organisational Culture,30,22222222,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30/01/2019,201
Autistica - Organisational Culture,30,11111111,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/01/2019,202
Autistica - Organisational Culture,30,12077101,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/01/2019,203
Autistica - Organisational Culture,30,38961843,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,30/01/2019,204
Autistica - Organisational Culture,30,67611589,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/01/2019,205
Autistica - Organisational Culture,30,32500162,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30/01/2019,206
Autistica - Organisational Culture,30,90705766,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,30/01/2019,207
Autistica - Organisational Culture,30,46465154,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/01/2019,208
Autistica - Organisational Culture,30,36480781,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/01/2019,209
Autistica - Organisational Culture,30,86004302,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,30/01/2019,210
Autistica - Organisational Culture,30,74046800,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/01/2019,211
Autistica - Organisational Culture,30,67512682,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,30/01/2019,212
Autistica - Organisational Culture,30,87436666,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/01/2019,213
Autistica - Organisational Culture,30,28755653,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/01/2019,214
Autistica - Organisational Culture,30,66722819,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/01/2019,215
Autistica - Organisational Culture,30,65438804,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/01/2019,216
Autistica - Organisational Culture,30,15938146,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/01/2019,217
Autistica - Organisational Culture,30,37603401,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,30/01/2019,218
Autistica - Organisational Culture,30,23337145,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,30/01/2019,219
Autistica - Organisational Culture,30,99599196,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/01/2019,220
Autistica - Organisational Culture,30,25718877,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30/01/2019,221
Autistica - Organisational Culture,30,97909632,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30/01/2019,222
Autistica - Organisational Culture,30,40268226,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,30/01/2019,223
Autistica - Organisational Culture,30,63985686,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/01/2019,224
Autistica - Organisational Culture,30,63237915,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/01/2019,225
Autistica - Organisational Culture,30,50544037,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,30/01/2019,226
Autistica - Organisational Culture,30,14286843,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/01/2019,227
Autistica - Organisational Culture,30,53175760,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,30/01/2019,228
Autistica - Organisational Culture,30,56361261,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/01/2019,229
Autistica - Organisational Culture,30,66411825,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/01/2019,230
Autistica - Organisational Culture,30,34060153,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,30/01/2019,231
Autistica - Organisational Culture,30,11168511,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/01/2019,232
Autistica - Organisational Culture,30,85920205,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/01/2019,233
Autistica - Organisational Culture,30,83766303,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/01/2019,234
Autistica - Organisational Culture,30,64793738,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/01/2019,235
Autistica - Organisational Culture,30,59096037,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30/01/2019,236
Autistica - Organisational Culture,30,77773077,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30/01/2019,237
Autistica - Organisational Culture,30,47375033,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/01/2019,238
Autistica - Organisational Culture,30,39847852,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/01/2019,239
Autistica - Organisational Culture,30,68971632,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/01/2019,240
Autistica - Organisational Culture,30,22090963,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/01/2019,241
Autistica - Organisational Culture,30,60377624,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/01/2019,242
Autistica - Organisational Culture,30,30738880,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/01/2019,243
Autistica - Organisational Culture,30,86589369,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,30/01/2019,244
Autistica - Organisational Culture,30,66155821,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,30/01/2019,245
Autistica - Organisational Culture,30,61677296,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30/01/2019,246
Autistica - Organisational Culture,30,56419454,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,30/01/2019,247
Autistica - Organisational Culture,30,86397034,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30/01/2019,248
Autistica - Organisational Culture,30,41455969,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,30/01/2019,249
